timestamp,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4
2025-07-11T17:06:17.332868,-25.0,16.0,-27.0,45.0,28.0,24.0,10.0,-55.0,37.0,0.0,35.0,-68.0
2025-07-11T17:06:17.339210,2.0,55.0,-70.0,-40.0,-69.0,-13.0,-37.0,18.0,34.0,-71.0,77.0,-45.0
2025-07-11T17:06:17.343289,-45.0,45.0,-63.0,-20.0,-13.0,14.0,26.0,-18.0,-77.0,-76.0,20.0,-72.0
2025-07-11T17:06:17.351262,30.0,78.0,-37.0,-29.0,30.0,-48.0,-18.0,52.0,7.0,-68.0,-3.0,-34.0
2025-07-11T17:06:17.355573,-47.0,44.0,-122.0,34.0,31.0,-22.0,24.0,-22.0,82.0,-61.0,19.0,-48.0
2025-07-11T17:06:17.363632,30.0,9.0,32.0,-21.0,-58.0,-27.0,-19.0,22.0,-3.0,-33.0,21.0,-47.0
2025-07-11T17:06:17.367867,-50.0,-47.0,-4.0,-36.0,-17.0,2.0,21.0,-66.0,2.0,28.0,43.0,26.0
2025-07-11T17:06:17.376044,-52.0,-36.0,-36.0,-54.0,-38.0,37.0,-9.0,45.0,-11.0,-44.0,113.0,-39.0
2025-07-11T17:06:17.380230,-6.0,26.0,-42.0,-1.0,32.0,8.0,-37.0,6.0,-20.0,-21.0,47.0,-15.0
2025-07-11T17:06:17.388321,-45.0,30.0,-24.0,5.0,-28.0,-23.0,19.0,87.0,-37.0,-21.0,102.0,-15.0
2025-07-11T17:06:17.392499,-77.0,25.0,-90.0,48.0,-14.0,0.0,-11.0,-77.0,-66.0,-27.0,62.0,20.0
2025-07-11T17:06:17.400600,-24.0,30.0,-51.0,-56.0,-6.0,-71.0,-40.0,-20.0,-16.0,4.0,40.0,-50.0
2025-07-11T17:06:17.404823,68.0,86.0,-51.0,-34.0,3.0,-38.0,0.0,58.0,-97.0,-18.0,88.0,6.0
2025-07-11T17:06:17.409100,37.0,61.0,-65.0,17.0,-1.0,13.0,20.0,7.0,-70.0,-9.0,84.0,-75.0
2025-07-11T17:06:17.417189,45.0,62.0,-72.0,12.0,-24.0,12.0,63.0,34.0,-41.0,-49.0,-26.0,10.0
2025-07-11T17:06:17.425069,41.0,15.0,-128.0,-18.0,-16.0,-57.0,-24.0,-15.0,-32.0,22.0,58.0,17.0
2025-07-11T17:06:17.429459,68.0,11.0,-27.0,-47.0,-15.0,-26.0,80.0,8.0,-59.0,-60.0,27.0,-15.0
2025-07-11T17:06:17.437310,-78.0,-71.0,-26.0,19.0,9.0,-17.0,38.0,-21.0,71.0,-69.0,56.0,-58.0
2025-07-11T17:06:17.442039,-62.0,65.0,-37.0,-5.0,93.0,-29.0,22.0,14.0,-5.0,-26.0,31.0,-71.0
2025-07-11T17:06:17.445615,-6.0,85.0,54.0,8.0,-28.0,-31.0,-27.0,17.0,9.0,-60.0,49.0,-42.0
2025-07-11T17:06:17.453785,-25.0,35.0,-138.0,49.0,4.0,-35.0,-25.0,-36.0,-54.0,-7.0,14.0,-45.0
2025-07-11T17:06:17.457913,0.0,72.0,-78.0,-17.0,44.0,-2.0,18.0,7.0,4.0,-77.0,0.0,-87.0
2025-07-11T17:06:17.466092,55.0,130.0,-85.0,-25.0,39.0,-37.0,51.0,47.0,16.0,-115.0,82.0,25.0
2025-07-11T17:06:17.470270,26.0,51.0,-71.0,-77.0,5.0,-18.0,18.0,6.0,30.0,-41.0,42.0,15.0
2025-07-11T17:06:17.478447,-60.0,-33.0,-30.0,-75.0,-2.0,12.0,-42.0,0.0,-43.0,-65.0,-30.0,30.0
2025-07-11T17:06:17.482530,0.0,57.0,-65.0,33.0,26.0,-76.0,27.0,-24.0,20.0,23.0,-84.0,7.0
2025-07-11T17:06:17.490701,37.0,-52.0,-17.0,-19.0,26.0,-70.0,-49.0,43.0,-7.0,11.0,-4.0,-10.0
2025-07-11T17:06:17.495030,25.0,6.0,34.0,31.0,60.0,0.0,-44.0,31.0,-42.0,31.0,-74.0,-16.0
2025-07-11T17:06:17.503086,-45.0,-6.0,-32.0,30.0,-23.0,12.0,-52.0,-38.0,-20.0,88.0,-40.0,-19.0
2025-07-11T17:06:17.507249,1.0,60.0,-21.0,-12.0,54.0,14.0,-63.0,38.0,-28.0,26.0,6.0,43.0
2025-07-11T17:06:17.515352,-8.0,117.0,-57.0,-27.0,8.0,30.0,-5.0,77.0,-44.0,-3.0,-47.0,27.0
2025-07-11T17:06:17.520111,-62.0,104.0,-149.0,1.0,-18.0,8.0,-30.0,58.0,7.0,27.0,9.0,13.0
2025-07-11T17:06:17.527471,-41.0,14.0,-110.0,-67.0,27.0,-91.0,-43.0,43.0,6.0,50.0,-87.0,15.0
2025-07-11T17:06:17.532349,-35.0,10.0,-31.0,5.0,0.0,-17.0,-76.0,44.0,-26.0,-3.0,0.0,14.0
2025-07-11T17:06:17.539905,36.0,43.0,-96.0,-3.0,-10.0,-7.0,-108.0,13.0,-16.0,32.0,23.0,29.0
2025-07-11T17:06:17.544931,24.0,-16.0,-91.0,-5.0,-27.0,-85.0,-7.0,28.0,-30.0,-58.0,-63.0,-37.0
2025-07-11T17:06:17.552183,-25.0,-56.0,-88.0,44.0,-14.0,25.0,-7.0,-26.0,-20.0,4.0,-6.0,87.0
2025-07-11T17:06:17.556966,-74.0,5.0,-77.0,-49.0,-60.0,15.0,-22.0,39.0,-20.0,-25.0,-12.0,10.0
2025-07-11T17:06:17.564427,-25.0,-37.0,-51.0,-36.0,-23.0,-3.0,-10.0,51.0,-33.0,18.0,-16.0,-19.0
2025-07-11T17:06:17.568803,-92.0,-3.0,-30.0,-10.0,17.0,3.0,-18.0,29.0,-4.0,35.0,-25.0,3.0
2025-07-11T17:06:17.576764,-23.0,16.0,-38.0,-36.0,65.0,-5.0,-4.0,53.0,-28.0,-3.0,-22.0,67.0
2025-07-11T17:06:17.580919,-99.0,4.0,14.0,7.0,34.0,-4.0,-70.0,-5.0,-29.0,45.0,-10.0,-14.0
2025-07-11T17:06:17.589023,-85.0,21.0,-17.0,-41.0,-21.0,17.0,-89.0,16.0,-32.0,-1.0,-7.0,-32.0
2025-07-11T17:06:17.593326,-29.0,64.0,-46.0,69.0,24.0,-13.0,-18.0,38.0,27.0,27.0,-43.0,34.0
2025-07-11T17:06:17.597240,-4.0,43.0,-37.0,-28.0,1.0,22.0,-5.0,24.0,-41.0,5.0,35.0,-5.0
2025-07-11T17:06:17.605463,-93.0,143.0,-81.0,23.0,-31.0,-56.0,-14.0,41.0,-29.0,33.0,14.0,-6.0
2025-07-11T17:06:17.609475,7.0,73.0,-42.0,41.0,0.0,-16.0,-28.0,29.0,-31.0,-17.0,23.0,-4.0
2025-07-11T17:06:17.617611,68.0,44.0,-57.0,-73.0,-25.0,-48.0,-12.0,-4.0,-17.0,1.0,21.0,37.0
2025-07-11T17:06:17.625854,74.0,28.0,-159.0,-74.0,66.0,-16.0,-59.0,60.0,-13.0,-29.0,-114.0,-35.0
2025-07-11T17:06:17.629985,52.0,58.0,-5.0,-22.0,37.0,-51.0,-37.0,5.0,-38.0,-1.0,-42.0,-14.0
2025-07-11T17:06:17.634062,-17.0,-55.0,-27.0,-50.0,92.0,-22.0,23.0,13.0,-106.0,41.0,-41.0,10.0
2025-07-11T17:06:17.642238,-110.0,85.0,49.0,-5.0,-2.0,-62.0,9.0,-3.0,8.0,63.0,-19.0,45.0
2025-07-11T17:06:17.646322,-25.0,39.0,2.0,53.0,5.0,-24.0,30.0,79.0,45.0,27.0,-121.0,-39.0
2025-07-11T17:06:17.654483,-35.0,12.0,-78.0,37.0,-13.0,-4.0,-23.0,37.0,-53.0,49.0,-22.0,7.0
2025-07-11T17:06:17.658822,6.0,47.0,-61.0,-51.0,-46.0,37.0,9.0,-16.0,72.0,37.0,22.0,-9.0
2025-07-11T17:06:17.666865,-65.0,42.0,-97.0,-51.0,-15.0,-24.0,8.0,22.0,-4.0,-24.0,54.0,5.0
2025-07-11T17:06:17.671036,-44.0,39.0,-60.0,-104.0,-11.0,-21.0,31.0,4.0,-60.0,-49.0,27.0,-68.0
2025-07-11T17:06:17.679195,-5.0,69.0,-76.0,-46.0,-24.0,-3.0,17.0,-40.0,-37.0,-93.0,-7.0,-11.0
2025-07-11T17:06:17.683374,42.0,49.0,-12.0,-83.0,-19.0,43.0,35.0,-9.0,-34.0,-23.0,56.0,-8.0
2025-07-11T17:06:17.691393,-5.0,-35.0,-76.0,-81.0,3.0,-86.0,14.0,75.0,82.0,-85.0,47.0,-54.0
2025-07-11T17:06:17.695802,65.0,38.0,-125.0,50.0,-46.0,-5.0,-51.0,-15.0,-17.0,-39.0,32.0,-50.0
2025-07-11T17:06:17.703667,-48.0,-3.0,-2.0,13.0,-63.0,-3.0,-22.0,9.0,39.0,49.0,22.0,-70.0
2025-07-11T17:06:17.708036,-1.0,-39.0,-73.0,-11.0,-18.0,-28.0,2.0,-3.0,-29.0,-23.0,37.0,-20.0
2025-07-11T17:06:17.715946,50.0,-44.0,-12.0,41.0,-13.0,2.0,6.0,-31.0,3.0,-60.0,29.0,-44.0
2025-07-11T17:06:17.720422,18.0,50.0,-6.0,-73.0,-6.0,8.0,17.0,-17.0,16.0,-70.0,78.0,-33.0
2025-07-11T17:06:17.728259,-13.0,-74.0,-38.0,-33.0,1.0,40.0,-7.0,-26.0,14.0,-54.0,26.0,-63.0
2025-07-11T17:06:17.732333,-29.0,-36.0,-57.0,-13.0,22.0,-7.0,36.0,-1.0,63.0,-41.0,67.0,-10.0
2025-07-11T17:06:17.740420,106.0,66.0,-19.0,41.0,44.0,-23.0,19.0,6.0,-6.0,-18.0,64.0,-70.0
2025-07-11T17:06:17.744824,61.0,7.0,-19.0,-48.0,-37.0,-35.0,17.0,16.0,35.0,-49.0,115.0,-33.0
2025-07-11T17:06:17.752891,-102.0,53.0,-23.0,28.0,-31.0,8.0,-8.0,31.0,-3.0,-105.0,61.0,-26.0
2025-07-11T17:06:17.757096,-155.0,69.0,-20.0,-32.0,-61.0,41.0,20.0,81.0,-8.0,-55.0,81.0,-11.0
2025-07-11T17:06:17.764995,43.0,24.0,-77.0,-20.0,-34.0,19.0,-37.0,48.0,-90.0,13.0,43.0,-52.0
2025-07-11T17:06:17.769308,8.0,96.0,-38.0,7.0,20.0,-8.0,-20.0,34.0,-46.0,-95.0,77.0,24.0
2025-07-11T17:06:17.773281,-27.0,1.0,-51.0,12.0,-9.0,19.0,25.0,11.0,-69.0,-9.0,86.0,-91.0
2025-07-11T17:06:17.781705,26.0,109.0,-89.0,-18.0,-4.0,-60.0,-66.0,40.0,-26.0,-22.0,35.0,-26.0
2025-07-11T17:06:17.785918,61.0,42.0,-76.0,-31.0,-9.0,-81.0,-27.0,51.0,-14.0,-50.0,3.0,-78.0
2025-07-11T17:06:17.793935,17.0,38.0,-61.0,-4.0,-75.0,40.0,-65.0,63.0,20.0,-35.0,53.0,-44.0
2025-07-11T17:06:17.797887,-8.0,41.0,21.0,-42.0,-17.0,-49.0,31.0,43.0,-58.0,-14.0,15.0,-54.0
2025-07-11T17:06:17.806185,-49.0,45.0,0.0,-62.0,62.0,-10.0,7.0,1.0,29.0,-21.0,41.0,-14.0
2025-07-11T17:06:17.810221,-11.0,0.0,-51.0,7.0,-17.0,-101.0,33.0,19.0,-41.0,-8.0,69.0,-54.0
2025-07-11T17:06:17.818467,-19.0,82.0,-14.0,26.0,61.0,-12.0,5.0,42.0,4.0,-120.0,103.0,-74.0
2025-07-11T17:06:17.822481,31.0,61.0,13.0,5.0,33.0,-103.0,-26.0,-10.0,-26.0,-83.0,14.0,-98.0
2025-07-11T17:06:17.830703,-42.0,75.0,-98.0,17.0,-44.0,-32.0,-31.0,54.0,-40.0,-60.0,45.0,-49.0
2025-07-11T17:06:17.834917,27.0,52.0,-102.0,11.0,-14.0,55.0,-64.0,0.0,-71.0,-91.0,41.0,-34.0
2025-07-11T17:06:17.843011,-11.0,-40.0,-110.0,-136.0,-14.0,-43.0,45.0,6.0,-29.0,-76.0,58.0,-50.0
2025-07-11T17:06:17.847040,42.0,-25.0,-10.0,-84.0,13.0,26.0,-49.0,-5.0,-37.0,-44.0,23.0,-47.0
2025-07-11T17:06:17.855250,-50.0,-23.0,-5.0,30.0,42.0,-25.0,-5.0,16.0,-34.0,-59.0,18.0,5.0
2025-07-11T17:06:17.859352,-99.0,-41.0,13.0,13.0,-5.0,-57.0,-22.0,-29.0,-48.0,-5.0,13.0,-52.0
2025-07-11T17:06:17.867474,-79.0,77.0,-2.0,-4.0,-43.0,-1.0,5.0,-8.0,62.0,3.0,52.0,-27.0
2025-07-11T17:06:17.872566,-31.0,64.0,-2.0,-31.0,-13.0,-65.0,51.0,-91.0,24.0,-55.0,31.0,15.0
2025-07-11T17:06:17.879918,-38.0,100.0,-95.0,-15.0,1.0,59.0,-64.0,2.0,51.0,-94.0,20.0,-2.0
2025-07-11T17:06:17.884809,-58.0,88.0,-47.0,-31.0,54.0,-13.0,-36.0,-6.0,13.0,-47.0,50.0,-4.0
2025-07-11T17:06:17.892189,9.0,112.0,-91.0,-14.0,26.0,-56.0,-62.0,14.0,38.0,-78.0,-14.0,-21.0
2025-07-11T17:06:17.897065,40.0,-16.0,-62.0,27.0,32.0,-18.0,38.0,-8.0,-82.0,-39.0,38.0,22.0
2025-07-11T17:06:17.904492,12.0,-50.0,-17.0,64.0,-15.0,-55.0,-14.0,-24.0,40.0,-13.0,103.0,-64.0
2025-07-11T17:06:17.908729,-83.0,9.0,31.0,17.0,58.0,10.0,-7.0,-32.0,-66.0,-46.0,67.0,47.0
2025-07-11T17:06:17.916750,35.0,-36.0,-25.0,10.0,19.0,-3.0,-34.0,-44.0,-41.0,-37.0,-29.0,37.0
2025-07-11T17:06:17.921005,-59.0,49.0,-22.0,-71.0,19.0,1.0,-63.0,36.0,39.0,-44.0,-58.0,34.0
2025-07-11T17:06:17.929025,-40.0,3.0,-62.0,-87.0,33.0,-72.0,16.0,67.0,-90.0,-24.0,-28.0,0.0
2025-07-11T17:06:17.933290,-83.0,72.0,-94.0,-29.0,19.0,-33.0,-21.0,-11.0,-22.0,-38.0,-5.0,5.0
