timestamp_us,position
158008262574,100
158008278519,100
158008294471,100
158008310496,100
158008326472,100
158008342664,100
158008358461,100
158008374473,100
158008390378,100
158008406563,100
158008422568,100
158008438568,100
158008454562,100
158008470408,100
158008486407,100
158008502289,100
158008518516,100
158008534487,100
158008550234,100
158008566284,100
158008582183,100
158008598261,100
158008614188,100
158008630255,100
158008646200,100
158008662208,100
158008678213,100
158008694136,100
158008710212,100
158008726116,100
158008742108,100
158008774094,100
158008790056,101
158008806052,102
158008838087,104
158008854241,106
158008870182,108
158008902162,109
158008918118,111
158008934100,112
158008965951,113
158008982045,115
158008997930,116
158009029924,118
158009045974,119
158009062035,120
158009093996,122
158009109900,123
158009125814,124
158009157706,126
158009173975,127
158009189762,128
158009221901,130
158009237902,131
158009253848,133
158009285793,134
158009301692,136
158009317603,137
158009349758,138
158009365602,140
158009381797,141
158009413791,142
158009429722,144
158009445723,145
158009477491,146
158009493576,148
158009509588,149
158009541438,150
158009557399,152
158009573588,153
158009605593,154
158009621538,156
158009637394,157
158009669576,158
158009685533,160
158009701462,161
158009733257,163
158009749408,163
158009765230,163
158009797285,163
158009813260,163
158009829249,163
158009861126,163
158009877250,163
158009893128,163
158009909103,163
158009925133,163
158009941170,163
158009957114,163
158009973076,163
158009989217,163
158010005019,163
158010021183,163
158010037045,163
158010053136,163
158010069010,163
158010084930,163
158010100973,163
158010116954,163
158010132984,163
158010148959,163
158010165134,163
158010181132,163
158010197032,163
158010213097,163
158010229050,163
158010244871,163
158010260885,163
158010276889,163
158010292859,163
158010308798,163
158010325017,163
158010340970,163
158010372780,163
158010388927,164
158010404753,165
158010436709,167
158010452650,169
158010468656,170
158010500817,172
158010516728,174
158010532773,175
158010564670,176
158010580715,176
158010596746,176
158010628549,176
158010644608,176
158010660620,176
158010692456,176
158010708633,176
158010724512,176
158010740624,176
158010756605,176
158010772393,176
158010788380,176
158010804412,176
158010820589,176
158010836548,176
158010852445,176
158010868538,176
158010884469,176
158010900320,176
158010916267,176
158010932435,176
158010948238,176
158010964260,176
158010980212,176
158010996229,176
158011012178,176
158011028302,176
158011044211,176
158011060217,176
158011076131,176
158011092134,176
158011108084,176
158011124117,176
158011140126,176
158011156230,176
158011172097,176
158011204058,176
158011219970,175
158011235939,174
158011267993,172
158011283928,170
158011299947,169
158011331940,168
158011347898,166
158011363909,165
158011395860,164
158011411889,163
158011427804,163
158011459817,163
158011475964,163
158011491953,163
158011523726,163
158011539933,163
158011555910,163
158011571912,163
158011587644,163
158011603666,163
158011619681,163
158011635836,163
158011651795,163
158011667796,163
158011683764,163
158011699530,163
158011715758,163
158011731711,163
158011747557,163
158011763449,163
158011779526,163
158011795529,163
158011811695,163
158011827437,163
158011843686,163
158011859700,163
158011875644,163
158011891525,163
158011907647,163
158011923488,163
158011939367,163
158011955409,163
158011971659,163
158011987507,163
158012003364,163
158012035303,163
158012051332,162
158012067407,161
158012099236,160
158012115158,158
158012131192,156
158012163259,155
158012179135,153
158012195170,152
158012227133,151
158012243060,149
158012259063,148
158012291095,147
158012307294,145
158012323075,144
158012355192,143
158012371087,141
158012387097,140
158012418976,138
158012434936,137
158012450958,136
158012482906,134
158012498859,133
158012514918,132
158012546808,130
158012562856,129
158012578752,128
158012610776,126
158012626956,125
158012642754,124
158012674705,122
158012690748,121
158012706659,120
158012738739,118
158012754596,117
158012770558,116
158012802588,114
158012818537,113
158012834547,112
158012866785,110
158012882540,109
158012898789,108
158012930497,106
158012946488,104
158012962609,103
158012994474,102
158013010705,100
158013026603,100
158013058521,100
158013074465,100
158013090411,100
158013122329,100
158013138363,100
158013154348,100
158013186322,100
158013202359,100
158013218423,100
158013234223,100
158013250197,100
158013266209,100
158013282230,100
158013298187,100
158013314141,100
158013330275,100
158013346096,100
158013362212,100
158013378173,100
158013394194,100
158013410068,100
158013426022,100
158013442032,100
158013458090,100
158013473964,100
158013489992,100
158013506184,100
158013521984,100
158013537941,100
158013554054,100
158013569978,100
158013585935,100
158013601930,100
158013618090,100
158013633946,100
158013649858,100
158013665945,100
