timestamp_us,position
119460039817,100
119460055707,100
119460071702,100
119460087680,100
119460103790,100
119460119683,100
119460135690,100
119460151715,100
119460167759,100
119460183783,100
119460199720,100
119460215635,100
119460231601,100
119460247688,100
119460263644,100
119460279713,100
119460295788,100
119460313229,100
119460327698,100
119460343671,100
119460359675,100
119460375695,100
119460391598,100
119460408072,100
119460424648,100
119460440194,100
119460455622,100
119460472055,100
119460489665,100
119460503552,100
119460519514,100
119460551528,100
119460567628,101
119460583597,103
119460615465,105
119460631485,107
119460647591,108
119460679583,110
119460695663,111
119460711570,112
119460743506,113
119460759456,115
119460775456,117
119460807462,118
119460823453,120
119460839495,121
119460871501,122
119460887460,124
119460903471,125
119460935382,126
119460951486,128
119460967424,129
119460999572,130
119461015447,132
119461031501,133
119461063435,134
119461079357,136
119461095380,137
119461127436,139
119461143300,140
119461159358,141
119461191359,143
119461207438,144
119461223408,145
119461255311,147
119461271390,149
119461287375,150
119461319283,151
119461335363,153
119461351368,154
119461383320,155
119461399372,157
119461415310,158
119461447403,159
119461463924,161
119461479673,162
119461511258,163
119461527217,163
119461543320,163
119461575205,163
119461591220,163
119461607246,163
119461639201,163
119461655183,163
119461671699,163
119461687267,163
119461703167,163
119461719303,163
119461735312,163
119461751203,163
119461767238,163
119461783244,163
119461799222,163
119461815409,163
119461831173,163
119461847159,163
119461863054,163
119461879086,163
119461895175,163
119461911056,163
119461927242,163
119461943143,163
119461959112,163
119461975081,163
119461991068,163
119462007079,163
119462023128,163
119462039106,163
119462055094,163
119462071129,163
119462087135,163
119462103194,163
119462119104,163
119462151303,163
119462167194,164
119462183267,165
119462215167,167
119462231049,169
119462246991,171
119462279131,172
119462295063,173
119462311088,174
119462342999,175
119462359058,176
119462375066,176
119462407081,176
119462423013,176
119462439074,176
119462471073,176
119462487031,176
119462503025,176
119462519057,176
119462535057,176
119462551108,176
119462566981,176
119462582968,176
119462599112,176
119462614914,176
119462630987,176
119462646951,176
119462662912,176
119462678888,176
119462695013,176
119462710905,176
119462726901,176
119462742953,176
119462758915,176
119462774937,176
119462790997,176
119462806909,176
119462822873,176
119462838821,176
119462854871,176
119462870926,176
119462887322,176
119462902887,176
119462918883,176
119462934864,176
119462950904,176
119462984171,176
119462999027,175
119463014828,174
119463046716,172
119463062780,170
119463078742,169
119463110777,167
119463126727,166
119463142739,165
119463174792,164
119463190753,163
119463206759,163
119463238783,163
119463254723,163
119463270754,163
119463302701,163
119463318902,163
119463334782,163
119463350686,163
119463366793,163
119463382830,163
119463398753,163
119463414687,163
119463430645,163
119463446897,163
119463462769,163
119463478632,163
119463494653,163
119463510662,163
119463526648,163
119463542688,163
119463558687,163
119463574623,163
119463590619,163
119463606671,163
119463622701,163
119463638627,163
119463654546,163
119463670651,163
119463686563,163
119463702613,163
119463718825,163
119463734627,163
119463750628,163
119463766643,163
119463782647,163
119463814557,163
119463830504,162
119463846508,161
119463878569,160
119463894499,158
119463910509,156
119463942483,155
119463958474,153
119463974605,152
119464006441,151
119464022460,149
119464038479,148
119464070481,147
119464086579,145
119464102489,144
119464134591,143
119464150397,141
119464166437,140
119464198448,138
119464214466,137
119464230457,136
119464262510,134
119464278552,133
119464294397,132
119464326399,130
119464342424,129
119464358438,128
119464390414,126
119464406426,125
119464422450,124
119464454411,122
119464470358,121
119464486437,120
119464518410,118
119464534716,117
119464550439,116
119464582425,114
119464598329,112
119464614325,111
119464646348,110
119464662254,108
119464678290,107
119464710311,106
119464726336,104
119464742269,103
119464774214,102
119464790323,100
119464806300,100
119464838217,100
119464854166,100
119464870181,100
119464902667,100
119464918261,100
119464934232,100
119464950582,100
119464966256,100
119464982208,100
119464998193,100
119465014129,100
119465030064,100
119465046086,100
119465062108,100
119465078106,100
119465094112,100
119465110136,100
119465126207,100
119465142068,100
119465158075,100
119465173994,100
119465190045,100
119465206105,100
119465222175,100
119465238093,100
119465254150,100
119465270035,100
119465286109,100
119465302118,100
119465318055,100
119465333991,100
119465350231,100
119465366268,100
119465381955,100
