timestamp_us,position
1755528613079952,100
1755528613095956,100
1755528613111910,100
1755528613127911,100
1755528613144078,100
1755528613159945,100
1755528613175973,100
1755528613192040,100
1755528613207849,100
1755528613224054,100
1755528613239857,100
1755528613256043,100
1755528613271983,100
1755528613287859,100
1755528613303884,100
1755528613320031,100
1755528613336029,100
1755528613351952,100
1755528613367832,100
1755528613384030,100
1755528613399974,100
1755528613415793,100
1755528613431816,100
1755528613447810,100
1755528613463790,100
1755528613479923,100
1755528613495911,100
1755528613511918,100
1755528613527906,100
1755528613543754,100
1755528613559688,100
1755528613591665,100
1755528613607707,101
1755528613623785,103
1755528613655806,105
1755528613671583,107
1755528613687556,108
1755528613719793,109
1755528613735781,111
1755528613751736,112
1755528613783531,113
1755528613799536,115
1755528613815514,116
1755528613847644,117
1755528613863664,119
1755528613879504,120
1755528613911469,121
1755528613927643,123
1755528613943584,124
1755528613975533,125
1755528613991610,127
1755528614007389,128
1755528614039581,129
1755528614055456,131
1755528614071399,132
1755528614103567,133
1755528614119412,135
1755528614135398,136
1755528614167421,138
1755528614183410,139
1755528614199527,140
1755528614231503,142
1755528614247315,143
1755528614263295,144
1755528614295350,146
1755528614311289,147
1755528614327449,148
1755528614359454,150
1755528614375454,152
1755528614391291,153
1755528614423207,154
1755528614439364,156
1755528614455273,157
1755528614487318,158
1755528614503368,160
1755528614519293,161
1755528614551332,162
1755528614567400,163
1755528614583307,163
1755528614615189,163
1755528614631171,163
1755528614647241,163
1755528614679138,163
1755528614695246,163
1755528614711060,163
1755528614727272,163
1755528614743068,163
1755528614759048,163
1755528614775066,163
1755528614791022,163
1755528614807040,163
1755528614823002,163
1755528614839235,163
1755528614855232,163
1755528614871004,163
1755528614886987,163
1755528614903111,163
1755528614919149,163
1755528614934950,163
1755528614950984,163
1755528614967015,163
1755528614983136,163
1755528614999183,163
1755528615015162,163
1755528615030922,163
1755528615047115,163
1755528615063100,163
1755528615079089,163
1755528615094928,163
1755528615110870,163
1755528615126892,163
1755528615142867,163
1755528615158853,163
1755528615190925,163
1755528615206865,164
1755528615222941,165
1755528615254840,167
1755528615270908,170
1755528615286826,171
1755528615318891,173
1755528615334900,174
1755528615350898,175
1755528615382710,176
1755528615398921,176
1755528615414931,176
1755528615446728,176
1755528615462732,176
1755528615478679,176
1755528615510831,176
1755528615526863,176
1755528615542848,176
1755528615558792,176
1755528615574804,176
1755528615590834,176
1755528615606823,176
1755528615622633,176
1755528615638628,176
1755528615654742,176
1755528615670814,176
1755528615686776,176
1755528615702729,176
1755528615718742,176
1755528615734536,176
1755528615750764,176
1755528615766767,176
1755528615782552,176
1755528615798498,176
1755528615814580,176
1755528615830475,176
1755528615846503,176
1755528615862602,176
1755528615878503,176
1755528615894499,176
1755528615910453,176
1755528615926448,176
1755528615942442,176
1755528615958440,176
1755528615974440,176
1755528615990615,176
1755528616022434,176
1755528616038488,175
1755528616054547,174
1755528616086551,172
1755528616102551,170
1755528616118431,169
1755528616150322,167
1755528616166416,165
1755528616182477,165
1755528616214355,163
1755528616230484,163
1755528616246202,163
1755528616278354,163
1755528616294233,163
1755528616310249,163
1755528616342269,163
1755528616358234,163
1755528616374195,163
1755528616390213,163
1755528616406240,163
1755528616422198,163
1755528616438240,163
1755528616454288,163
1755528616470194,163
1755528616486136,163
1755528616502258,163
1755528616518258,163
1755528616534236,163
1755528616550224,163
1755528616566060,163
1755528616582054,163
1755528616598161,163
1755528616614073,163
1755528616630073,163
1755528616646134,163
1755528616662066,163
1755528616678057,163
1755528616694065,163
1755528616710023,163
1755528616726234,163
1755528616742042,163
1755528616758041,163
1755528616774174,163
1755528616790023,163
1755528616806031,163
1755528616822036,163
1755528616854077,163
1755528616870088,162
1755528616885977,161
1755528616918132,160
1755528616934093,158
1755528616950082,156
1755528616981972,155
1755528616998119,153
1755528617014045,152
1755528617046017,151
1755528617062122,149
1755528617078060,148
1755528617109869,147
1755528617125939,145
1755528617141878,144
1755528617173895,143
1755528617189886,141
1755528617205922,140
1755528617238053,139
1755528617253856,137
1755528617269846,136
1755528617301808,134
1755528617317861,133
1755528617333987,132
1755528617365947,130
1755528617381785,129
1755528617397971,128
1755528617429884,126
1755528617445678,125
1755528617461751,124
1755528617493687,123
1755528617509918,121
1755528617525897,120
1755528617557861,118
1755528617573627,117
1755528617589622,116
1755528617621743,115
1755528617637627,113
1755528617653590,112
1755528617685802,111
1755528617701759,109
1755528617717600,108
1755528617749546,107
1755528617765516,105
1755528617781487,104
1755528617813543,102
1755528617829548,101
1755528617845692,100
1755528617877731,100
1755528617893620,100
1755528617909705,100
1755528617941421,100
1755528617957476,100
1755528617973388,100
1755528618005599,100
1755528618021404,100
1755528618037494,100
1755528618053375,100
1755528618069531,100
1755528618085540,100
1755528618101320,100
1755528618117432,100
1755528618133392,100
1755528618149317,100
1755528618165396,100
1755528618181483,100
1755528618197511,100
1755528618213542,100
1755528618229528,100
1755528618245489,100
1755528618261516,100
1755528618277302,100
1755528618293310,100
1755528618309274,100
1755528618325275,100
1755528618341223,100
1755528618357420,100
1755528618373324,100
1755528618389434,100
1755528618405246,100
1755528618421258,100
1755528618437220,100
1755528618453216,100
1755528618469207,100
1755528618485165,100
