timestamp_us,position
1755084054799695,100
1755084054815708,100
1755084054831596,100
1755084054847602,100
1755084054863492,100
1755084054879598,100
1755084054895477,100
1755084054911726,100
1755084054927601,100
1755084054943555,100
1755084054959553,100
1755084054975495,100
1755084054991436,100
1755084055007494,100
1755084055023458,100
1755084055039418,100
1755084055055672,100
1755084055071415,100
1755084055087513,100
1755084055103507,100
1755084055119464,100
1755084055135393,100
1755084055151436,100
1755084055167406,100
1755084055183437,100
1755084055199317,100
1755084055215526,100
1755084055231395,100
1755084055247476,100
1755084055263264,100
1755084055279319,100
1755084055311304,100
1755084055327463,101
1755084055343321,103
1755084055375489,104
1755084055391434,107
1755084055407367,108
1755084055439277,109
1755084055455217,111
1755084055471230,111
1755084055503134,113
1755084055519161,115
1755084055535126,116
1755084055567190,118
1755084055583032,119
1755084055599055,120
1755084055631068,122
1755084055647004,123
1755084055662982,124
1755084055694984,126
1755084055711150,127
1755084055726898,128
1755084055758962,130
1755084055775101,131
1755084055790925,132
1755084055822881,134
1755084055839002,136
1755084055854924,137
1755084055887050,138
1755084055903037,140
1755084055918936,141
1755084055950883,142
1755084055966880,144
1755084055982973,145
1755084056014866,146
1755084056030839,148
1755084056046938,149
1755084056078805,150
1755084056094741,152
1755084056110856,153
1755084056142722,154
1755084056158738,156
1755084056174706,157
1755084056206842,158
1755084056222743,160
1755084056238704,161
1755084056270780,162
1755084056286676,163
1755084056302601,163
1755084056334683,163
1755084056350656,163
1755084056366855,163
1755084056398819,163
1755084056414593,163
1755084056430510,163
1755084056446525,163
1755084056462639,163
1755084056478650,163
1755084056494535,163
1755084056510547,163
1755084056526530,163
1755084056542565,163
1755084056558479,163
1755084056574419,163
1755084056590664,163
1755084056606519,163
1755084056622470,163
1755084056638494,163
1755084056654548,163
1755084056670555,163
1755084056686561,163
1755084056702557,163
1755084056718560,163
1755084056734569,163
1755084056750575,163
1755084056766496,163
1755084056782354,163
1755084056798329,163
1755084056814430,163
1755084056830295,163
1755084056846364,163
1755084056862294,163
1755084056878584,163
1755084056910409,163
1755084056926234,164
1755084056942319,165
1755084056974194,167
1755084056990373,169
1755084057006243,171
1755084057038188,172
1755084057054333,174
1755084057070320,175
1755084057102214,176
1755084057118131,176
1755084057134191,176
1755084057166161,176
1755084057182093,176
1755084057198177,176
1755084057230336,176
1755084057246280,176
1755084057262118,176
1755084057278049,176
1755084057294027,176
1755084057310150,176
1755084057326196,176
1755084057342059,176
1755084057357990,176
1755084057374255,176
1755084057390150,176
1755084057406204,176
1755084057422186,176
1755084057437927,176
1755084057453960,176
1755084057469995,176
1755084057486152,176
1755084057501891,176
1755084057517924,176
1755084057533941,176
1755084057549878,176
1755084057565902,176
1755084057582077,176
1755084057597789,176
1755084057613883,176
1755084057629890,176
1755084057645926,176
1755084057661855,176
1755084057677812,176
1755084057693761,176
1755084057709998,176
1755084057741767,176
1755084057757878,175
1755084057773797,174
1755084057805805,172
1755084057821692,170
1755084057837667,169
1755084057869663,167
1755084057885701,166
1755084057901655,165
1755084057933799,164
1755084057949670,163
1755084057965647,163
1755084057997682,163
1755084058013666,163
1755084058029703,163
1755084058061692,163
1755084058077662,163
1755084058093494,163
1755084058109499,163
1755084058125497,163
1755084058141555,163
1755084058157507,163
1755084058173473,163
1755084058189422,163
1755084058205655,163
1755084058221705,163
1755084058237475,163
1755084058253484,163
1755084058269510,163
1755084058285479,163
1755084058301361,163
1755084058317501,163
1755084058333390,163
1755084058349361,163
1755084058365506,163
1755084058381554,163
1755084058397513,163
1755084058413376,163
1755084058429288,163
1755084058445270,163
1755084058461288,163
1755084058477376,163
1755084058493187,163
1755084058509320,163
1755084058525255,163
1755084058541208,163
1755084058573359,163
1755084058589145,162
1755084058605243,161
1755084058637261,160
1755084058653157,158
1755084058669305,157
1755084058701232,155
1755084058717199,153
1755084058733140,152
1755084058765261,151
1755084058781077,149
1755084058797074,148
1755084058829239,147
1755084058845130,145
1755084058861140,144
1755084058893208,143
1755084058909172,141
1755084058925186,140
1755084058957037,139
1755084058973078,137
1755084058989128,136
1755084059021025,134
1755084059037102,133
1755084059053173,132
1755084059085165,131
1755084059101034,129
1755084059116922,128
1755084059148883,126
1755084059164934,125
1755084059180892,124
1755084059212909,123
1755084059229056,121
1755084059244896,120
1755084059276861,118
1755084059292833,117
1755084059308802,116
1755084059340803,114
1755084059356765,113
1755084059372736,112
1755084059404721,110
1755084059420718,109
1755084059436652,108
1755084059468668,106
1755084059484568,104
1755084059500686,103
1755084059532592,102
1755084059548662,100
1755084059564636,100
1755084059596738,100
1755084059612639,100
1755084059628717,100
1755084059660712,100
1755084059676691,100
1755084059692564,100
1755084059708624,100
1755084059724537,100
1755084059740558,100
1755084059756424,100
1755084059772398,100
1755084059788610,100
1755084059804480,100
1755084059820387,100
1755084059836407,100
1755084059852418,100
1755084059868543,100
1755084059884614,100
1755084059900527,100
1755084059916551,100
1755084059932330,100
1755084059948348,100
1755084059964330,100
1755084059980372,100
1755084059996318,100
1755084060012364,100
1755084060028369,100
1755084060044532,100
1755084060060343,100
1755084060076249,100
1755084060092343,100
1755084060108227,100
1755084060124231,100
1755084060140289,100
