timestamp_us,position
154519832697,100
154519848687,100
154519864609,100
154519880547,100
154519896615,100
154519912786,100
154519928546,100
154519944552,100
154519960581,100
154519976542,100
154519992492,100
154520008587,100
154520024548,100
154520040530,100
154520056646,100
154520072674,100
154520088687,100
154520104548,100
154520120594,100
154520136720,100
154520152452,100
154520168466,100
154520184492,100
154520200531,100
154520216453,100
154520232470,100
154520248675,100
154520264477,100
154520280456,100
154520296669,100
154520312573,100
154520344383,100
154520360494,102
154520376422,103
154520408349,105
154520424357,107
154520440453,108
154520472351,109
154520488517,111
154520504497,112
154520536381,113
154520552384,115
154520568266,116
154520600274,118
154520616276,120
154520632349,121
154520664445,122
154520680236,124
154520696204,124
154520728454,126
154520744237,127
154520760208,128
154520792262,130
154520808221,132
154520824167,133
154520856170,134
154520872103,136
154520888171,137
154520920242,138
154520936081,140
154520952245,141
154520984162,142
154521000175,144
154521016090,145
154521048070,146
154521064162,148
154521080055,149
154521112012,151
154521127999,152
154521144124,153
154521176054,155
154521192038,156
154521208032,157
154521240160,159
154521256150,160
154521272148,161
154521303973,163
154521319939,163
154521336127,163
154521367900,163
154521383944,163
154521399863,163
154521432103,163
154521448068,163
154521464054,163
154521479966,163
154521495866,163
154521511907,163
154521527870,163
154521543895,163
154521559910,163
154521576055,163
154521592027,163
154521608056,163
154521623983,163
154521639985,163
154521656014,163
154521671796,163
154521687917,163
154521703845,163
154521719745,163
154521735740,163
154521751931,163
154521767714,163
154521783918,163
154521799805,163
154521815703,163
154521831708,163
154521847788,163
154521863714,163
154521879695,163
154521895825,163
154521911777,163
154521943620,163
154521959890,164
154521975719,165
154522007851,167
154522023736,170
154522039650,171
154522071841,172
154522087792,174
154522103792,175
154522135783,176
154522151662,176
154522167726,176
154522199529,176
154522215580,176
154522231682,176
154522263514,176
154522279696,176
154522295512,176
154522311626,176
154522327500,176
154522343702,176
154522359468,176
154522375515,176
154522391491,176
154522407503,176
154522423696,176
154522439497,176
154522455495,176
154522471734,176
154522487478,176
154522503407,176
154522519479,176
154522535449,176
154522551445,176
154522567534,176
154522583467,176
154522599527,176
154522615405,176
154522631513,176
154522647538,176
154522663333,176
154522679372,176
154522695525,176
154522711324,176
154522727370,176
154522743446,176
154522775330,176
154522791464,175
154522807358,174
154522839425,172
154522855256,170
154522871253,169
154522903226,167
154522919436,166
154522935317,165
154522967231,163
154522983269,163
154522999341,163
154523031223,163
154523047209,163
154523063182,163
154523095351,163
154523111151,163
154523127241,163
154523143121,163
154523159243,163
154523175164,163
154523191331,163
154523207102,163
154523223086,163
154523239077,163
154523255042,163
154523271155,163
154523287178,163
154523303105,163
154523319195,163
154523335026,163
154523351100,163
154523367080,163
154523383046,163
154523399056,163
154523414974,163
154523430987,163
154523447174,163
154523463012,163
154523478954,163
154523495023,163
154523510982,163
154523527026,163
154523542971,163
154523558973,163
154523575022,163
154523606957,163
154523622975,162
154523638887,161
154523671066,160
154523687042,158
154523702910,156
154523734893,155
154523751053,153
154523767030,152
154523799071,151
154523814804,149
154523830789,148
154523862779,147
154523878722,145
154523894756,144
154523927022,143
154523942947,141
154523958861,140
154523990793,138
154524006787,137
154524022909,136
154524054702,134
154524070655,133
154524086861,132
154524118939,130
154524134891,129
154524150696,128
154524182886,126
154524198848,125
154524214668,124
154524246828,122
154524262780,121
154524278612,120
154524310801,118
154524326611,117
154524342843,116
154524374590,114
154524390624,113
154524406524,112
154524438707,110
154524454516,109
154524470526,107
154524502492,106
154524518500,104
154524534682,103
154524566500,102
154524582414,100
154524598499,100
154524630648,100
154524646683,100
154524662609,100
154524694412,100
154524710377,100
154524726405,100
154524742374,100
154524758582,100
154524774359,100
154524790417,100
154524806509,100
154524822321,100
154524838318,100
154524854503,100
154524870486,100
154524886288,100
154524902311,100
154524918381,100
154524934391,100
154524950460,100
154524966398,100
154524982383,100
154524998332,100
154525014444,100
154525030221,100
154525046197,100
154525062258,100
154525078256,100
154525094315,100
154525110352,100
154525126335,100
154525142231,100
154525158314,100
154525174166,100
