timestamp_us,position
1755085795684986,100
1755085795701064,100
1755085795716955,100
1755085795732966,100
1755085795748973,100
1755085795764949,100
1755085795780968,100
1755085795796926,100
1755085795812984,100
1755085795828960,100
1755085795844873,100
1755085795860861,100
1755085795876822,100
1755085795892844,100
1755085795908843,100
1755085795924825,100
1755085795941085,100
1755085795957092,100
1755085795972802,100
1755085795988837,100
1755085796004827,100
1755085796020878,100
1755085796036757,100
1755085796052723,100
1755085796068801,100
1755085796084723,100
1755085796100681,100
1755085796116704,100
1755085796132706,100
1755085796148687,100
1755085796164723,100
1755085796196700,100
1755085796212698,101
1755085796228687,103
1755085796260649,104
1755085796276610,107
1755085796292583,108
1755085796324665,109
1755085796340562,111
1755085796356654,112
1755085796388619,113
1755085796404522,115
1755085796420604,116
1755085796452544,118
1755085796468495,119
1755085796484424,120
1755085796516581,122
1755085796532434,123
1755085796548451,124
1755085796580373,126
1755085796596632,127
1755085796612612,128
1755085796644408,130
1755085796660406,131
1755085796676384,133
1755085796708313,134
1755085796724272,136
1755085796740405,137
1755085796772312,138
1755085796788257,140
1755085796804284,141
1755085796836231,142
1755085796852208,144
1755085796868264,145
1755085796900143,146
1755085796916171,148
1755085796932342,149
1755085796964108,150
1755085796980262,152
1755085796996111,153
1755085797028105,155
1755085797044099,156
1755085797060177,157
1755085797092098,159
1755085797108262,160
1755085797124276,161
1755085797155999,163
1755085797172021,163
1755085797188024,163
1755085797219986,163
1755085797236027,163
1755085797251991,163
1755085797283947,163
1755085797299948,163
1755085797315877,163
1755085797331862,163
1755085797347890,163
1755085797363915,163
1755085797379836,163
1755085797395842,163
1755085797411815,163
1755085797427881,163
1755085797444058,163
1755085797459812,163
1755085797475811,163
1755085797491746,163
1755085797507749,163
1755085797524027,163
1755085797539783,163
1755085797555817,163
1755085797571744,163
1755085797587753,163
1755085797603706,163
1755085797619676,163
1755085797635960,163
1755085797651674,163
1755085797667640,163
1755085797683699,163
1755085797699678,163
1755085797715647,163
1755085797731672,163
1755085797747652,163
1755085797763751,163
1755085797795604,163
1755085797811587,164
1755085797827662,165
1755085797859546,167
1755085797875546,169
1755085797891537,171
1755085797923612,172
1755085797939569,174
1755085797955556,175
1755085797987507,176
1755085798003475,176
1755085798019458,176
1755085798051494,176
1755085798067500,176
1755085798083485,176
1755085798115414,176
1755085798131397,176
1755085798147399,176
1755085798163401,176
1755085798179323,176
1755085798195390,176
1755085798211335,176
1755085798227358,176
1755085798243364,176
1755085798259356,176
1755085798275373,176
1755085798291358,176
1755085798307295,176
1755085798323360,176
1755085798339387,176
1755085798355269,176
1755085798371196,176
1755085798387237,176
1755085798403260,176
1755085798419195,176
1755085798435197,176
1755085798451395,176
1755085798467215,176
1755085798483245,176
1755085798499200,176
1755085798515204,176
1755085798531190,176
1755085798547169,176
1755085798563161,176
1755085798579156,176
1755085798595103,176
1755085798627166,176
1755085798643095,175
1755085798659046,174
1755085798691117,172
1755085798707228,170
1755085798723048,169
1755085798754995,167
1755085798770968,166
1755085798786966,165
1755085798818949,164
1755085798834950,163
1755085798850942,163
1755085798882938,163
1755085798898900,163
1755085798914896,163
1755085798946907,163
1755085798962903,163
1755085798978870,163
1755085798994839,163
1755085799010786,163
1755085799026933,163
1755085799042854,163
1755085799058828,163
1755085799074819,163
1755085799090807,163
1755085799106762,163
1755085799122743,163
1755085799138770,163
1755085799154895,163
1755085799170741,163
1755085799186718,163
1755085799202717,163
1755085799218811,163
1755085799234700,163
1755085799250766,163
1755085799266788,163
1755085799282655,163
1755085799298699,163
1755085799314665,163
1755085799330608,163
1755085799346626,163
1755085799362608,163
1755085799378623,163
1755085799394560,163
1755085799410572,163
1755085799426589,163
1755085799458725,163
1755085799474539,162
1755085799490474,161
1755085799522513,160
1755085799538539,158
1755085799554526,157
1755085799586525,155
1755085799602450,153
1755085799618477,152
1755085799650422,151
1755085799666493,149
1755085799682485,148
1755085799714362,147
1755085799730382,145
1755085799746327,144
1755085799778577,143
1755085799794308,141
1755085799810298,140
1755085799842304,138
1755085799858358,137
1755085799874327,136
1755085799906246,134
1755085799922267,133
1755085799938344,132
1755085799970300,130
1755085799986278,129
1755085800002219,128
1755085800034182,126
1755085800050223,125
1755085800066175,124
1755085800098192,122
1755085800114101,121
1755085800130126,120
1755085800162066,118
1755085800178130,117
1755085800194171,116
1755085800226077,114
1755085800242041,112
1755085800258033,112
1755085800290026,110
1755085800306057,109
1755085800322168,108
1755085800353977,106
1755085800370190,104
1755085800385932,103
1755085800417954,102
1755085800433933,100
1755085800450145,100
1755085800482113,100
1755085800498065,100
1755085800514087,100
1755085800545847,100
1755085800561823,100
1755085800577822,100
1755085800593911,100
1755085800609894,100
1755085800625787,100
1755085800641784,100
1755085800657794,100
1755085800674014,100
1755085800689796,100
1755085800705796,100
1755085800721734,100
1755085800737791,100
1755085800753753,100
1755085800769787,100
1755085800785748,100
1755085800801686,100
1755085800817732,100
1755085800833709,100
1755085800849659,100
1755085800865636,100
1755085800881645,100
1755085800897617,100
1755085800913626,100
1755085800929600,100
1755085800945616,100
1755085800961608,100
1755085800977621,100
1755085800993598,100
1755085801009532,100
1755085801025683,100
